Timestamp,Em qual Estado você mora?,Em qual cidade você mora?,Qual o seu sexo?,Qual a sua faixa etária?,Qual o seu nível de formação?,"Se você fez pelo menos graduação, qual a sua área de formação?",Em que tipo de organização você trabalha?,A organização na qual você trabalha atua em que área?,Qual a sua principal ocupação/cargo?,Quantos anos de experiência você possui em Visualização de dados?,Em que proporção você trabalha com Visualização de Dados?,Você foi contratado para trabalhar somente com Visualização de Dados?,"Das funções abaixo, qual a melhor descreve você no seu trabalho?",Qual a sua faixa salarial mensal?,Como a sua organização usa Visualização de Dados? Escolha todas as opções que se aplicam,Que tipo de métodos/ferramentas você usa na sua organização para criar visualizações? Marque todas as que você utiliza.,Você tem poder de decisão para escolher as ferramentas de trabalho?,Que tecnologias você usa para visualizar dados?,Você é obrigado(a) a trabalhar com ferramentas ou tecnologias de que não gosta?,Que outras tecnologias você gostaria de usar para criar visualizações?,Como você apresenta suas visualizações? Selecione todas as opções que se aplicam.,Que tipos de gráficos você produziu nos últimos 6 meses?,Quem é o público que vê as suas visualizações?,Que nível de conhecimento em visualização o seu público possui?,Qual o objetivo do seu público com relação a suas visualizações?,Você aprendeu Visualização de Dados de modo formal na escola/universidade ou sozinho(a)?,Quais são as melhores formas para aprender visualização de dados?,Você participou de algum curso/workshop em visualização de dados nos últimos 12 meses?,Que outras habilidades/competências você considera importantes para atuar em Visualização de dados?,Você compartilha os seus conhecimentos de Visualização de Dados?,"Se você respondeu sim à pergunta acima, de que forma você compartilha seus conhecimentos?",Você participa de alguma sociedade ou grupo de estudos voltado para Visualização de dados?,"Se você respondeu sim à pergunta acima, qual(is)?"
10/10/2019 1:35:08,Rio de Janeiro (RJ),Rio de Janeiro,Masculino,Entre 35 e 45 anos,Pós-graduação: Doutorado,Ciência da Computação,Setor Público,Educação,Professor/Pesquisador,12,Visualização de dados é o principal foco do meu trabalho,"Não, Visualização de Dados é apenas uma das minhas atribuições",Professor,Entre R$10.000 e R$15.000,"Análise, Machine Learning, Comunicação, Educação, Apoio à Compreensão de Programas (Engenharia de Software)","Bibliotecas de gráficos (plotly, highcharts, etc), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.), Papel e caneta, quadro branco e pincel ou outros meios físicos",Sim,"D3, Angular, Java, Plotly, Processing, Python, React, Vega, Vue, Pen & Paper, P5/Processing",Algumas vezes,"R, Tableau","Embutida numa página Web interativa, Dashboard, Apresentação, Ferramenta, Página Web Estática","Gráfico de barras / histograma, Gráfico de linhas, Gráfico de Pizza, Gráfico de dispersão (scatter plot), Diagrama de redes/grafos (nós e arestas), Diagrama de Fluxo (sankey, etc)","Público em geral, Engenheiros, Gerentes, Executivos","Intermediário, Avançado","Análise, Pesquisa, Educação",A maior parte de modo autodidata,"Livros, Workshops ou cursos presenciais, Exemplos, Tutoriais em vídeo, Praticando diretamente em um projeto, Ensinando outras pessoas",Sim,"Programação, Design, Engenharia de Requisitos",Sim,"Oriento colegas no trabalho, Ministro cursos como parte do meu trabalho",Sim,Acompanho a comunidade via Twitter
10/10/2019 10:21:33,Pernambuco (PE),Recife,Masculino,Entre 25 e 35 anos,Pós-graduação: Doutorado,Jornalismo,Setor Público,Educação,Professor e Pesquisador,2,Visualização de dados é apenas uma da lista de coisas que faço no meu trabalho,"Não, Visualização de Dados é apenas uma das minhas atribuições",Professor,"Entre R$5.000,00 e R$10.000","Análise, Comunicação, Educação","Ferramentas de Visualização Analítica (Tableau, PowerBI, Qlik, etc.), Ferramentas de Visualização na Web (RAWGraphs, Flourish, etc.), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.), Editores gráficos (Adobe Illustrator, Inkscape, etc.)",Sim,"D3, Excel, ggplot2, Illustrator, R, Tableau",Algumas vezes,"Mapbox, Plotly, React","Embutida numa página Web interativa, Apresentação, Página Web Estática","Gráfico de barras / histograma, Gráfico de linhas, Gráfico de dispersão (scatter plot)","Público em geral, Cientistas",Básico,"Jornalismo/Comunicação/Explicação, Pesquisa",A maior parte de modo autodidata,"Livros, Tutoriais em vídeo",Sim,"Matemática, Programação, Design",Sim,"Oriento colegas no trabalho, Participo de fóruns de perguntas e respostas",Sim,Escola de Dados
10/10/2019 10:32:40,Ceará (CE),Fortaleza,Masculino,tenho 35 anos e fiquei na dúvida em qual das opções deveria entrar,Pós-graduação: Mestrado,Comunicação Social e Arte Contemporânea,Setor Público,Cultura,Coordenador de Célula de Desenvolvimento Institucional,5,Visualização de dados é apenas uma da lista de coisas que faço no meu trabalho,"Não, Visualização de Dados é apenas uma das minhas atribuições","Líder (gerente, diretor, coordenador, etc.)","Entre R$5.000,00 e R$10.000","Análise, Comunicação","Ferramentas de Visualização Analítica (Tableau, PowerBI, Qlik, etc.), Editores gráficos (Adobe Illustrator, Inkscape, etc.), Papel e caneta, quadro branco e pincel ou outros meios físicos",Sim,"Excel, Metabase, Canvas e Mapa Cultural do Ceará",Raramente,"Angular, Processing, R","Dashboard, Apresentação, Documento, Página Web Estática","Gráfico de barras / histograma, Gráfico de linhas, Gráfico de Pizza, Mapa de densidade","Público em geral, Gerentes, Executivos",Básico,"Jornalismo/Comunicação/Explicação, Pesquisa",A maior parte de modo autodidata,"Tutoriais em vídeo, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas",Não,"Matemática, Programação, Design, Comunicação",Sim,Oriento colegas no trabalho,Sim,https://t.me/dadosabertos
10/10/2019 10:52:30,Paraíba (PB),João Pessoa ,Masculino,Entre 35 e 45 anos,Pós-graduação: Mestrado,Ciencia da Computação ,Setor Público,Tecnologia,Analista de Sistemas,5,"Visualização de dados tem um papel secundário, mas não é o foco do meu trabalho","Não, Visualização de Dados é apenas uma das minhas atribuições",Analista,Entre R$15.000 e R$20.000,"Análise, Comunicação","Ferramentas de Visualização Analítica (Tableau, PowerBI, Qlik, etc.), Bibliotecas de gráficos (plotly, highcharts, etc), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.), Editores gráficos (Adobe Illustrator, Inkscape, etc.)",Sim,"Excel, ggplot2, Highcharts, Plotly, Qlik, R, React",Algumas vezes,"D3, Illustrator, Leaflet, Power BI, Python, Tableau","Embutida numa página Web interativa, Dashboard, Documento","Gráfico de barras / histograma, Gráfico de linhas, Gráfico de Pizza, Gráfico de dispersão (scatter plot), Diagrama de redes/grafos (nós e arestas), Diagrama de Fluxo (sankey, etc)","Analistas, Gerentes, Executivos",Básico,Análise,A maior parte de modo autodidata,"Livros, Tutoriais em vídeo, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas, Ensinando outras pessoas",Não,"Design, Comunicação",Sim,"Oriento colegas no trabalho, Ministro cursos como parte do meu trabalho",Não,
10/10/2019 12:13:11,Rio de Janeiro (RJ),Rio de Janeiro,Masculino,Entre 25 e 35 anos,Graduação,Design,Setor Privado,Design de informação,Designer e sócio,4,Visualização de dados é o principal foco do meu trabalho,Sim,Designer,"Entre R$5.000,00 e R$10.000",Análise,"Ferramentas de Visualização Analítica (Tableau, PowerBI, Qlik, etc.), Ferramentas de Visualização na Web (RAWGraphs, Flourish, etc.), Bibliotecas de gráficos (plotly, highcharts, etc), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.), Editores gráficos (Adobe Illustrator, Inkscape, etc.), Papel e caneta, quadro branco e pincel ou outros meios físicos",Sim,"D3, Excel, Highcharts, Illustrator, Leaflet, Mapbox, Plotly, Tableau",Raramente,"Power BI, Processing, Python, R, React, WebGL, Canvas","Embutida numa página Web interativa, Dashboard, Apresentação, Ferramenta","Gráfico de barras / histograma, Gráfico de linhas, Gráfico de Pizza, Gráfico de dispersão (scatter plot), Gráfico de pontos, Mapa de densidade, Mapa temático (choropleth)","Público em geral, Analistas, Cientistas, Executivos, Designers","Básico, Intermediário, Avançado","Entretenimento, Jornalismo/Comunicação/Explicação, Análise, Pesquisa, Educação",A maior parte de modo autodidata,"Livros, Workshops ou cursos presenciais, Disciplina na educação formal, Tutoriais em vídeo, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas, Ensinando outras pessoas",Sim,"Matemática, Programação, Design, Comunicação",Sim,"Oriento colegas no trabalho, Ministro cursos como parte do meu trabalho",Não,Você compartilha os seus conhecimentos de Visualização de Dados?
10/10/2019 20:06:45,Rio de Janeiro (RJ),Niterói,Masculino,Entre 35 e 45 anos,Graduação,Desenho Industrial Programação Visual (Design),Setor Privado,"Design de Informação, especializada em Visualização de Dados",Sócio / Diretor de Criação,6,Visualização de dados é o principal foco do meu trabalho,Sim,Designer,Entre R$10.000 e R$15.000,"Análise, Comunicação, Educação, Advocacy, Ativismo e Entretenimento","Ferramentas de Visualização na Web (RAWGraphs, Flourish, etc.), Bibliotecas de gráficos (plotly, highcharts, etc), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.), Editores gráficos (Adobe Illustrator, Inkscape, etc.), Papel e caneta, quadro branco e pincel ou outros meios físicos, Muito mais lápis e papel mesmo do que os outros, finalizando em softwares de design.",Sim,"D3, Angular, Excel, Highcharts, Illustrator, Leaflet, Mapbox, React, Vue, Pen & Paper",Raramente,"Power BI, Processing, Python, R, WebGL","Embutida numa página Web interativa, Dashboard, Apresentação, Documento, Ferramenta, Página Web Estática","Gráfico de barras / histograma, Gráfico de linhas, Gráfico de Pizza, Gráfico de dispersão (scatter plot), Gráfico de pontos, Mapa de densidade, Mapa temático (choropleth), Diagrama de Fluxo (sankey, etc), Treemap, Chords, Alluvial e visualização não tradicionais, criadas por nós no estúdio",Público em geral,"Básico, Intermediário, Avançado","Entretenimento, Jornalismo/Comunicação/Explicação, Análise, Pesquisa, Educação",A maior parte de modo autodidata,"Exemplos, Praticando diretamente em um projeto, Ensinando outras pessoas, Muito vem da literacia visual, vinda do Design, e muito quebrando a cabeça mesmo.",Não,"Design, Estatística e programas de planilhas (Excl, Sheets, Number, etc)",Sim,"Oriento colegas no trabalho, Postagens em blogs e outras mídias, Ministro cursos (fora do meu ambiente de trabalho)",Sim,DatavizRio
10/13/2019 21:53:29,Rio de Janeiro (RJ),rio de janeiro,Masculino,Entre 25 e 35 anos,Graduação,design,Setor Privado,Tecnologia,designer,4,Visualização de dados é o principal foco do meu trabalho,"Não, Visualização de Dados é apenas uma das minhas atribuições",Designer,"Entre R$5.000,00 e R$10.000","Análise, Comunicação, Educação","Ferramentas de Visualização na Web (RAWGraphs, Flourish, etc.), Bibliotecas de gráficos (plotly, highcharts, etc), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.), Editores gráficos (Adobe Illustrator, Inkscape, etc.), Papel e caneta, quadro branco e pincel ou outros meios físicos",Sim,"Excel, Illustrator, Mapbox, Pen & Paper",Raramente,"Power BI, Python, R, Tableau","Embutida numa página Web interativa, Dashboard, Apresentação, Documento","Gráfico de barras / histograma, Gráfico de linhas, Gráfico de Pizza, Gráfico de dispersão (scatter plot), Mapa temático (choropleth), Diagrama de Fluxo (sankey, etc)","Público em geral, Analistas, Cientistas, Gerentes, Executivos","Básico, Intermediário, Avançado","Entretenimento, Jornalismo/Comunicação/Explicação, Análise, Educação",A maior parte de modo autodidata,"Workshops ou cursos presenciais, Exemplos, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas",Sim,"Matemática, Design",Sim,"Oriento colegas no trabalho, Ministro cursos (fora do meu ambiente de trabalho)",Sim,Dataviz.rio
10/14/2019 11:31:23,Ceará (CE),Fortaleza,Masculino,Entre 35 e 45 anos,Pós-graduação: Doutorado,Ciência da Computação,Setor Público,Educação,Professor,,"Visualização de dados tem um papel secundário, mas não é o foco do meu trabalho","Não, Visualização de Dados é apenas uma das minhas atribuições",Professor,"Entre R$5.000,00 e R$10.000",Educação,Programação de aplicações,"Em parte, pelo menos posso escolher de uma lista de ferramentas","Processing, C#",Raramente,R,Ferramenta,"Gráfico de barras / histograma, Gráfico de linhas, Gráfico de Pizza, Gráfico de pontos, Mapa de densidade, Diagrama de redes/grafos (nós e arestas), Árvores",Público em geral,"Básico, Intermediário",Educação,"Metade formalmente, metade autodidata","Livros, Workshops ou cursos presenciais, Disciplina na educação formal, Exemplos, Tutoriais em vídeo, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas, Ensinando outras pessoas",Não,"Matemática, Programação, Design, Comunicação",Sim,Ministro cursos como parte do meu trabalho,Não,
10/18/2019 15:06:01,Rio de Janeiro (RJ),Rio de Janeiro,Masculino,Entre 25 e 35 anos,Pós-graduação: Mestrado,Desenho industrial,Setor Público,Estatística,Designer de interface/ilustrador,2,Visualização de dados é apenas uma da lista de coisas que faço no meu trabalho,"Não, Visualização de Dados é apenas uma das minhas atribuições",Designer,"Entre R$5.000,00 e R$10.000","Análise, Comunicação, Educação","Bibliotecas de gráficos (plotly, highcharts, etc), Bibliotecas de propósito geral (D3, ggplot2, matplotlib, processing, etc.), Editores gráficos (Adobe Illustrator, Inkscape, etc.)","Em parte, pelo menos posso escolher de uma lista de ferramentas","Excel, Illustrator, Processing, Pen & Paper",Raramente,"Highcharts, Python, Tableau, P5/Processing","Embutida numa página Web interativa, Dashboard, Apresentação, Página Web Estática","Gráfico de barras / histograma, Gráfico de linhas, Mapa temático (choropleth)",Público em geral,"Básico, Intermediário","Jornalismo/Comunicação/Explicação, Análise, Pesquisa, Educação",A maior parte de modo autodidata,"Livros, Workshops ou cursos presenciais, Exemplos, Tutoriais em vídeo, Praticando diretamente em um projeto, Ensinando outras pessoas",Sim,"Programação, Design, Comunicação",Sim,Oriento colegas no trabalho,Sim,Data Visualization Society
10/18/2019 15:44:25,Rio de Janeiro (RJ),Niterói,Masculino,Entre 25 e 35 anos,Graduação,Design,Setor Privado,Educação,Designer,2 anos,"Visualização de dados tem um papel secundário, mas não é o foco do meu trabalho","Não, Visualização de Dados é apenas uma das minhas atribuições",Designer,Entre R$2.000 e R$5.000,"Comunicação, Marketing, Educação","Editores gráficos (Adobe Illustrator, Inkscape, etc.), Papel e caneta, quadro branco e pincel ou outros meios físicos",Sim,"Excel, Illustrator, Tableau",Algumas vezes,"Processing, Python, R, Tableau","Dashboard, Apresentação, Página Web Estática","Gráfico de barras / histograma, Gráfico de Pizza, Coordenadas paralelas","Gerentes, Designers","Básico, Intermediário","Jornalismo/Comunicação/Explicação, Pesquisa, Educação",A maior parte em ambiente formal,"Workshops ou cursos presenciais, Tutoriais em vídeo, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas, Ensinando outras pessoas",Sim,"Matemática, Design, Comunicação",Sim,"Oriento colegas no trabalho, Participo de fóruns de perguntas e respostas",Não,
10/19/2019 0:04:01,Rio de Janeiro (RJ),Rio de Janeiro ,Feminino,Entre 35 e 45 anos,Pós-graduação: Especialização,Designer ,Sou trabalhador autônomo (free-lancer),Comunicação ,Planejamento e design ,Menos de 1 ano,Visualização de dados é apenas uma da lista de coisas que faço no meu trabalho,"Não, Visualização de Dados é apenas uma das minhas atribuições",Designer,Entre R$2.000 e R$5.000,Comunicação,"Editores gráficos (Adobe Illustrator, Inkscape, etc.), Papel e caneta, quadro branco e pincel ou outros meios físicos","Em parte, pelo menos posso escolher de uma lista de ferramentas","Excel, Illustrator",Nunca,"Power BI, Canvas",Apresentação,"Gráfico de barras / histograma, Gráfico de Pizza","Gerentes, Executivos, Designers",Básico,Jornalismo/Comunicação/Explicação,A maior parte de modo autodidata,"Livros, Workshops ou cursos presenciais, Praticando diretamente em um projeto, Trabalhando em equipe com pessoas especialistas",Não,"Matemática, Comunicação",Não,,Não,
10/19/2019 4:04:28,Paraíba (PB),Campina Grande,Feminino,Entre 35 e 45 anos,Pós-graduação: Doutorado,,Setor Público,Educação,Professora do curso de Jornalismo  da Universidade Estadual da Paraíba UEPB,7 anos,Visualização de dados é o principal foco do meu trabalho,"Não, Visualização de Dados é apenas uma das minhas atribuições",Professor,Entre R$2.000 e R$5.000,"Comunicação, Educação","Ferramentas de Visualização Analítica (Tableau, PowerBI, Qlik, etc.), Ferramentas de Visualização na Web (RAWGraphs, Flourish, etc.)",Sim,"D3, Gephi, Highcharts, Plotly, Tableau, Canvas",Algumas vezes,"Illustrator, R","Embutida numa página Web interativa, Documento","Gráfico de dispersão (scatter plot), Diagrama de Fluxo (sankey, etc)",Público em geral,"Básico, Intermediário","Jornalismo/Comunicação/Explicação, Educação",A maior parte de modo autodidata,"Livros, Workshops ou cursos presenciais, Ensinando outras pessoas",Sim,Programação,Sim,Postagens em blogs e outras mídias,Sim,
